iso_ts,t_perf,sample_idx,fsr1,fsr2,fsr3,fsr4,event,lane,detail
2026-05-10T13:36:32.777243,42520.486597,1,0,0,255,0,,,
2026-05-10T13:36:32.782920,42520.491337,2,0,0,255,0,,,
2026-05-10T13:36:32.787345,42520.496531,3,0,0,255,0,,,
2026-05-10T13:36:32.793105,42520.501873,4,0,0,255,0,,,
2026-05-10T13:36:32.798100,42520.506935,5,0,0,255,0,,,
2026-05-10T13:36:32.803619,42520.512429,6,0,0,255,0,,,
2026-05-10T13:36:32.807980,42520.517057,7,0,0,255,0,,,
2026-05-10T13:36:32.813240,42520.522403,8,0,0,255,0,,,
2026-05-10T13:36:32.818402,42520.527545,9,0,0,255,0,,,
2026-05-10T13:36:32.823954,42520.532281,10,0,0,255,0,,,
2026-05-10T13:36:32.828099,42520.536872,11,0,0,255,0,,,
2026-05-10T13:36:32.833152,42520.541755,12,0,0,255,0,,,
2026-05-10T13:36:32.837896,42520.546754,13,0,0,255,0,,,
2026-05-10T13:36:32.843228,42520.552287,14,0,0,255,0,,,
2026-05-10T13:36:32.848372,42520.557336,15,0,0,255,0,,,
2026-05-10T13:36:32.854148,42520.562461,16,0,0,255,0,,,
2026-05-10T13:36:32.859054,42520.567752,17,0,0,255,0,,,
2026-05-10T13:36:32.864402,42520.573074,18,0,0,255,0,,,
2026-05-10T13:36:32.869044,42520.577720,19,0,0,255,0,,,
2026-05-10T13:36:32.873407,42520.581881,20,0,0,255,0,,,
2026-05-10T13:36:32.878341,42520.586912,21,0,0,255,0,,,
2026-05-10T13:36:32.883617,42520.592590,22,0,0,255,0,,,
2026-05-10T13:36:32.888142,42520.597302,23,0,0,255,0,,,
2026-05-10T13:36:32.893995,42520.602505,24,0,0,255,0,,,
2026-05-10T13:36:32.899940,42520.608729,25,0,0,255,0,,,
2026-05-10T13:36:32.904723,42520.613071,26,0,0,255,0,,,
2026-05-10T13:36:32.907882,42520.616734,27,0,0,255,0,,,
2026-05-10T13:36:32.912970,42520.621977,28,0,0,255,0,,,
2026-05-10T13:36:32.918484,42520.627215,29,0,0,255,0,,,
2026-05-10T13:36:32.923175,42520.632222,30,0,0,255,0,,,
2026-05-10T13:36:32.928308,42520.637317,31,0,0,255,0,,,
2026-05-10T13:36:32.933877,42520.642943,32,0,0,255,0,,,
2026-05-10T13:36:32.938951,42520.647907,33,0,0,255,0,,,
2026-05-10T13:36:32.944297,42520.652895,34,0,0,255,0,,,
2026-05-10T13:36:32.949281,42520.658804,35,0,0,255,0,,,
2026-05-10T13:36:32.953797,42520.662180,36,0,0,255,0,,,
2026-05-10T13:36:32.958612,42520.667121,37,0,0,255,0,,,
2026-05-10T13:36:32.963754,42520.672315,38,0,0,255,0,,,
2026-05-10T13:36:32.969418,42520.678085,39,0,0,255,0,,,
2026-05-10T13:36:32.973928,42520.682270,40,0,0,255,0,,,
