iso_ts,t_perf,sample_idx,fsr1,fsr2,fsr3,fsr4,event,lane,detail
2026-05-10T13:57:22.670515,43770.380300,1,0,0,260,461,,,
2026-05-10T13:57:22.677081,43770.385571,2,0,0,260,460,,,
2026-05-10T13:57:22.680792,43770.390273,3,0,0,260,460,,,
2026-05-10T13:57:22.686373,43770.394903,4,0,0,260,460,,,
2026-05-10T13:57:22.690765,43770.400049,5,0,0,260,460,,,
2026-05-10T13:57:22.696169,43770.404949,6,0,0,260,460,,,
2026-05-10T13:57:22.700169,43770.409302,7,0,0,260,462,,,
2026-05-10T13:57:22.705671,43770.414377,8,0,0,260,461,,,
2026-05-10T13:57:22.712321,43770.420993,9,0,0,260,462,,,
2026-05-10T13:57:22.716506,43770.424772,10,0,0,260,460,,,
2026-05-10T13:57:22.720747,43770.429805,11,0,0,260,462,,,
2026-05-10T13:57:22.727463,43770.436584,12,0,0,260,461,,,
2026-05-10T13:57:22.731517,43770.440292,13,0,0,260,460,,,
2026-05-10T13:57:22.735994,43770.445080,14,0,0,260,462,,,
2026-05-10T13:57:22.740334,43770.448995,15,0,0,260,461,,,
2026-05-10T13:57:22.745548,43770.454697,16,0,0,260,460,,,
2026-05-10T13:57:22.750686,43770.459591,17,0,0,260,460,,,
2026-05-10T13:57:22.756333,43770.464622,18,0,0,260,460,,,
2026-05-10T13:57:22.762011,43770.470367,19,0,0,260,460,,,
2026-05-10T13:57:22.766016,43770.475231,20,0,0,260,460,,,
2026-05-10T13:57:22.770390,43770.479818,21,0,0,260,460,,,
2026-05-10T13:57:22.777004,43770.486134,22,0,0,260,460,,,
2026-05-10T13:57:22.782514,43770.490916,23,0,0,260,460,,,
2026-05-10T13:57:22.786672,43770.495395,24,0,0,260,460,,,
2026-05-10T13:57:22.793269,43770.501801,25,0,0,260,460,,,
2026-05-10T13:57:22.796825,43770.506076,26,0,0,260,460,,,
2026-05-10T13:57:22.802454,43770.510943,27,0,0,260,460,,,
2026-05-10T13:57:22.807507,43770.516101,28,0,0,260,460,,,
2026-05-10T13:57:22.813040,43770.521381,29,0,0,260,460,,,
2026-05-10T13:57:22.817323,43770.526047,30,0,0,260,460,,,
2026-05-10T13:57:22.822218,43770.531450,31,0,0,260,460,,,
