participant,age,block,trial,lane,is_multi_lane,time_difference_ms,early_late,points,feedback,error_type,keys_pressed,correct_keys,num_presses
22992516,19,pretest,1,v,FALSE,1010.34,Miss,-2,Miss!,timeout,,v,0
22992516,19,pretest,2,v,FALSE,1002.54,Miss,-2,Miss!,timeout,,v,0
22992516,19,pretest,3,b,FALSE,527.06,Late,1,Late,,b,b,1
22992516,19,pretest,4,m,FALSE,1006.5,Miss,-2,Miss!,timeout,,m,0
22992516,19,pretest,4,m,FALSE,0,Miss,-2,Miss!,incorrect_key,m,m,1
22992516,19,pretest,5,n,FALSE,959.63,Late,1,Late,,n,n,1
22992516,19,pretest,1,n,FALSE,627.81,Late,1,Late,,n,n,1
22992516,19,pretest,1,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,2,n,FALSE,804.94,Late,1,Late,,n,n,1
22992516,19,pretest,3,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,3,m,FALSE,0,Miss,-2,Miss!,incorrect_key,m,m,1
22992516,19,pretest,3,m,FALSE,0,Miss,-2,Miss!,incorrect_key,m,m,1
22992516,19,pretest,4,m,FALSE,664.8,Late,1,Late,,m,m,1
22992516,19,pretest,5,v,FALSE,397.32,Good,2,Good,,v,v,1
22992516,19,pretest,6,b,FALSE,313.46,Good,2,Good,,b,b,1
22992516,19,pretest,7,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,7,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
22992516,19,pretest,8,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,9,n,FALSE,594.03,Late,1,Late,,n,n,1
22992516,19,pretest,10,b,FALSE,0,Miss,-2,Miss!,incorrect_key,v,b,1
22992516,19,pretest,10,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
22992516,19,pretest,11,b,FALSE,898.04,Late,1,Late,,b,b,1
22992516,19,pretest,12,n,FALSE,627.82,Late,1,Late,,n,n,1
22992516,19,pretest,12,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,13,b,FALSE,0,Miss,-2,Miss!,incorrect_key,v,b,1
22992516,19,pretest,13,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
22992516,19,pretest,14,b,FALSE,497.2,Good,2,Good,,b,b,1
22992516,19,pretest,15,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,16,m,FALSE,315.13,Good,2,Good,,m,m,1
22992516,19,pretest,17,v,FALSE,645.24,Late,1,Late,,v,v,1
22992516,19,pretest,18,v,FALSE,430.41,Good,2,Good,,v,v,1
22992516,19,pretest,19,m,FALSE,376.98,Good,2,Good,,m,m,1
22992516,19,pretest,19,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,19,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,20,m,FALSE,445.8,Good,2,Good,,m,m,1
22992516,19,pretest,21,b,FALSE,565.39,Late,1,Late,,b,b,1
22992516,19,pretest,22,m,FALSE,573.04,Late,1,Late,,m,m,1
22992516,19,pretest,23,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,23,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
22992516,19,pretest,24,v,FALSE,430.89,Good,2,Good,,v,v,1
22992516,19,pretest,25,n,FALSE,477.0,Good,2,Good,,n,n,1
22992516,19,pretest,25,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,26,n,FALSE,596.68,Late,1,Late,,n,n,1
22992516,19,pretest,26,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,27,b,FALSE,0,Miss,-2,Miss!,incorrect_key,v,b,1
22992516,19,pretest,27,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
22992516,19,pretest,28,n,FALSE,795.97,Late,1,Late,,n,n,1
22992516,19,pretest,29,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,30,v,FALSE,780.96,Late,1,Late,,v,v,1
22992516,19,pretest,31,b,FALSE,1004.41,Miss,-2,Miss!,timeout,,b,0
22992516,19,pretest,31,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
22992516,19,pretest,32,v,FALSE,809.92,Late,1,Late,,v,v,1
22992516,19,pretest,33,m,FALSE,625.84,Late,1,Late,,m,m,1
22992516,19,pretest,34,b,FALSE,431.9,Good,2,Good,,b,b,1
22992516,19,pretest,35,b,FALSE,415.93,Good,2,Good,,b,b,1
22992516,19,pretest,36,m,FALSE,606.33,Late,1,Late,,m,m,1
22992516,19,pretest,37,v,FALSE,534.56,Late,1,Late,,v,v,1
22992516,19,pretest,38,v,FALSE,479.42,Good,2,Good,,v,v,1
22992516,19,pretest,39,n,FALSE,559.0,Late,1,Late,,n,n,1
22992516,19,pretest,39,n,FALSE,0,Miss,-2,Miss!,incorrect_key,b,n,1
22992516,19,pretest,40,v,FALSE,395.09,Good,2,Good,,v,v,1
22992516,19,pretest,41,v,FALSE,397.95,Good,2,Good,,v,v,1
22992516,19,pretest,42,m,FALSE,0,Miss,-2,Miss!,incorrect_key,b,m,1
22992516,19,pretest,42,m,FALSE,0,Miss,-2,Miss!,incorrect_key,n,m,1
22992516,19,pretest,42,m,FALSE,0,Miss,-2,Miss!,incorrect_key,m,m,1
