participant,age,block,trial,lane,is_multi_lane,time_difference_ms,early_late,points,feedback,error_type,keys_pressed,correct_keys,num_presses
20555470,23,pretest,1,n,FALSE,582.43,Late,1,Late,,n,n,1
20555470,23,pretest,1,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,2,v,FALSE,430.84,Good,2,Good,,v,v,1
20555470,23,pretest,3,b,FALSE,379.92,Good,2,Good,,b,b,1
20555470,23,pretest,4,n,FALSE,565.47,Late,1,Late,,n,n,1
20555470,23,pretest,4,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,5,v,FALSE,397.96,Good,2,Good,,v,v,1
20555470,23,pretest,6,v,FALSE,449.86,Good,2,Good,,v,v,1
20555470,23,pretest,7,b,FALSE,401.04,Good,2,Good,,b,b,1
20555470,23,pretest,8,m,FALSE,382.4,Good,2,Good,,m,m,1
20555470,23,pretest,9,m,FALSE,418.95,Good,2,Good,,m,m,1
20555470,23,pretest,10,m,FALSE,347.55,Good,2,Good,,m,m,1
20555470,23,pretest,11,n,FALSE,742.08,Late,1,Late,,n,n,1
20555470,23,pretest,11,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,12,b,FALSE,430.52,Good,2,Good,,b,b,1
20555470,23,pretest,13,m,FALSE,389.66,Good,2,Good,,m,m,1
20555470,23,pretest,14,n,FALSE,680.32,Late,1,Late,,n,n,1
20555470,23,pretest,15,n,FALSE,516.16,Late,1,Late,,n,n,1
20555470,23,pretest,16,m,FALSE,382.08,Good,2,Good,,m,m,1
20555470,23,pretest,17,n,FALSE,517.63,Late,1,Late,,n,n,1
20555470,23,pretest,18,v,FALSE,427.75,Good,2,Good,,v,v,1
20555470,23,pretest,19,n,FALSE,0,Miss,-2,Miss!,incorrect_key,m,n,1
20555470,23,pretest,19,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,19,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,20,b,FALSE,0,Miss,-2,Miss!,incorrect_key,n,b,1
20555470,23,pretest,20,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
20555470,23,pretest,21,v,FALSE,378.05,Good,2,Good,,v,v,1
20555470,23,pretest,22,b,FALSE,360.04,Good,2,Good,,b,b,1
20555470,23,pretest,23,v,FALSE,430.85,Good,2,Good,,v,v,1
20555470,23,pretest,24,m,FALSE,380.91,Good,2,Good,,m,m,1
20555470,23,pretest,25,n,FALSE,535.88,Late,1,Late,,n,n,1
20555470,23,pretest,26,n,FALSE,661.15,Late,1,Late,,n,n,1
20555470,23,pretest,27,b,FALSE,433.2,Good,2,Good,,b,b,1
20555470,23,pretest,28,n,FALSE,562.52,Late,1,Late,,n,n,1
20555470,23,pretest,28,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,29,m,FALSE,304.75,Good,2,Good,,m,m,1
20555470,23,pretest,30,n,FALSE,579.32,Late,1,Late,,n,n,1
20555470,23,pretest,30,n,FALSE,0,Miss,-2,Miss!,incorrect_key,n,n,1
20555470,23,pretest,31,v,FALSE,431.2,Good,2,Good,,v,v,1
20555470,23,pretest,32,m,FALSE,333.77,Good,2,Good,,m,m,1
20555470,23,pretest,33,m,FALSE,377.98,Good,2,Good,,m,m,1
20555470,23,pretest,34,b,FALSE,0,Miss,-2,Miss!,incorrect_key,n,b,1
20555470,23,pretest,34,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
20555470,23,pretest,35,b,FALSE,447.5,Good,2,Good,,b,b,1
20555470,23,pretest,36,b,FALSE,450.71,Good,2,Good,,b,b,1
20555470,23,pretest,37,v,FALSE,396.94,Good,2,Good,,v,v,1
20555470,23,pretest,38,b,FALSE,0,Miss,-2,Miss!,incorrect_key,v,b,1
20555470,23,pretest,38,b,FALSE,0,Miss,-2,Miss!,incorrect_key,b,b,1
20555470,23,pretest,39,v,FALSE,430.81,Good,2,Good,,v,v,1
20555470,23,pretest,40,v,FALSE,446.89,Good,2,Good,,v,v,1
20555470,23,pretest,41,v,FALSE,465.73,Good,2,Good,,v,v,1
20555470,23,pretest,42,m,FALSE,404.47,Good,2,Good,,m,m,1
20555470,23,pretest,43,m,FALSE,397.96,Good,2,Good,,m,m,1
20555470,23,pretest,44,n,FALSE,520.31,Late,1,Late,,n,n,1
20555470,23,pretest,45,m,FALSE,399.89,Good,2,Good,,m,m,1
20555470,23,pretest,46,m,FALSE,414.51,Good,2,Good,,m,m,1
20555470,23,pretest,47,n,FALSE,497.61,Good,2,Good,,n,n,1
20555470,23,pretest,48,v,FALSE,360.55,Good,2,Good,,v,v,1
20555470,23,pretest,49,b,FALSE,462.21,Good,2,Good,,b,b,1
20555470,23,pretest,50,n,FALSE,543.11,Late,1,Late,,n,n,1
20555470,23,main,1,b,FALSE,417.66,Good,2,Good,,b,b,1
20555470,23,main,2,v,FALSE,411.56,Good,2,Good,,v,v,1
20555470,23,main,3,n,FALSE,427.62,Good,2,Good,,n,n,1
